#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2024-05-10T16:41:16 [V7.33.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-05-10T16:41:16	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-source=J/ApJ/833/225/table3&-order=I&-out=Name&-out=Teff&-out=logg&-out=[Fe/H]&-out=xi&-out=Pop&-out=Z&-out=Species&-out=N&-out=[X/H]LTE&-out=e_[X/H]LTE&-out=[X/Fe]LTE&-out=[X/H]NLTE&-out=e_[X/H]NLTE&-out=[X/Fe]NLTE&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18330225
#Name: J/ApJ/833/225
#Title: -2.6<=[Fe/H]<=0.2 F and G dwarfs. II. Abundances (Zhao+, 2016)
#INFO	ivoid=ivo://cds.vizier/j/apj/833/225	    IVOID of underlying data collection
#INFO	creator=Zhao G.	    First author or institution
#INFO	cites=bibcode:2016ApJ...833..225Z	    Article or Data origin sources
#INFO	editor=Astrophysical Journal (AAS)	    Editor name (article)
#INFO	original_date=2016	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/833/225	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18330225	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-07-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJ_833_225_table3:
#Name: J/ApJ/833/225/table3
#Title: Summary of the obtained stellar abundances
#Column	Name	(A10)	Object, Simbad name	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[4810/6600] Object effective temperature, derived (1)	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[3/4.8] Object surface gravity, derived (1)	[ucd=phys.gravity]
#Column	[Fe/H]	(F5.2)	[-2.7/0.3] Object metallicity, derived (1)	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0.6/2] Microturbulence velocity, derived (1)	[ucd=phys.veloc.microTurb]
#Column	Pop	(a10)	Object Galactic population (Halo, Thick disk or Thin disk)	[ucd=src.class]
#Column	Z	(I2)	[3/63]? Atomic number	[ucd=meta.id]
#Column	Species	(A5)	Chemical species investigated	[ucd=meta.note]
#Column	N	(I2)	[0/29]? Number of lines fit	[ucd=meta.number]
#Column	[X/H]LTE	(F5.2)	[-3.6/2.8]? Abundance, relative to hydrogen, LTE case	[ucd=phys.abund]
#Column	e_[X/H]LTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]LTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]LTE	(F5.2)	[-1.1/0.7]? Abundance, relative to iron, LTE case	[ucd=phys.abund]
#Column	[X/H]NLTE	(F5.2)	[-3.3/2.7]? Abundance, relative to hydrogen, NLTE case	[ucd=phys.abund]
#Column	e_[X/H]NLTE	(F5.2)	[0/0.3]? Uncertainty in [X/H]NLTE	[ucd=stat.error;phys.abund]
#Column	[X/Fe]NLTE	(F5.2)	[-0.8/0.7]? Abundance, relative to iron, NLTE case	[ucd=phys.abund]
Name	Teff	logg	[Fe/H]	xi	Pop	Z	Species	N	[X/H]LTE	e_[X/H]LTE	[X/Fe]LTE	[X/H]NLTE	e_[X/H]NLTE	[X/Fe]NLTE
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	12	Mg I 	 4	-1.13	 0.06	 0.34	-1.12	 0.07	 0.35
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	13	Al I 	 1	-1.94	     	-0.47	-1.44	     	 0.03
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	14	Si I 	 2	-1.14	 0.01	 0.33	-1.08	 0.01	 0.39
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	14	Si II	 0	     	     	     	     	     	
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	19	K I  	 1	-1.17	     	 0.30	-1.22	     	 0.25
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	20	Ca I 	14	-1.24	 0.05	 0.23	-1.19	 0.05	 0.28
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	21	Sc II	 3	-1.46	 0.02	 0.01	-1.37	 0.02	 0.10
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	22	Ti II	 8	-1.16	 0.03	 0.31	-1.16	 0.03	 0.31
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	26	Fe I 	20	-1.53	 0.06	-0.06	-1.48	 0.06	-0.01
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	26	Fe II	15	-1.47	 0.04	 0.00	-1.47	 0.04	 0.00
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	29	Cu I 	 1	-1.91	     	-0.44	-1.76	     	-0.29
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	38	Sr II	 1	-1.21	     	 0.26	-1.31	     	 0.16
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	40	Zr II	 2	-0.97	 0.00	 0.50	-0.95	 0.01	 0.52
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	56	Ba II	 3	-1.36	 0.03	 0.11	-1.31	 0.04	 0.16
HD 94028  	5970	 4.33	-1.47	 1.3	Thick disk	63	Eu II	 1	-0.91	     	 0.56	-0.85	     	 0.62
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	 3	Li I 	 1	 2.55	     	     	 2.51	     	
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	 6	C I  	 2	-0.25	 0.00	 0.13	-0.25	 0.00	 0.13
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	  	CH   	 4	-0.19	 0.05	 0.19	     	     	
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	 8	O I  	 5	-0.16	 0.08	 0.22	-0.33	 0.03	 0.05
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	11	Na I 	 3	-0.27	 0.03	 0.11	-0.32	 0.02	 0.06
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	12	Mg I 	 5	-0.29	 0.06	 0.09	-0.29	 0.04	 0.09
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	13	Al I 	 0	     	     	     	     	     	
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	14	Si I 	 7	-0.30	 0.03	 0.08	-0.32	 0.03	 0.06
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	14	Si II	 2	-0.30	 0.01	 0.08	-0.36	 0.01	 0.02
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	19	K I  	 1	 0.10	     	 0.48	-0.31	     	 0.07
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	20	Ca I 	16	-0.35	 0.03	 0.03	-0.38	 0.06	 0.00
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	21	Sc II	 9	-0.25	 0.02	 0.13	-0.26	 0.02	 0.12
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	22	Ti II	13	-0.31	 0.06	 0.07	-0.31	 0.06	 0.07
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	26	Fe I 	24	-0.39	 0.06	-0.01	-0.35	 0.06	 0.03
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	26	Fe II	15	-0.38	 0.04	 0.00	-0.38	 0.04	 0.00
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	29	Cu I 	 3	-0.52	 0.05	-0.14	-0.45	 0.03	-0.07
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	38	Sr II	 1	-0.30	     	 0.08	-0.26	     	 0.12
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	40	Zr II	 2	-0.29	 0.01	 0.09	-0.27	 0.01	 0.11
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	56	Ba II	 2	-0.10	 0.08	 0.28	-0.22	 0.01	 0.16
HD 99984  	6190	 3.72	-0.38	 1.8	Thin disk 	63	Eu II	 1	-0.21	     	 0.17	-0.20	     	 0.18
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	 3	Li I 	 1	 2.73	     	     	 2.66	     	
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	 6	C I  	 3	 0.06	 0.03	 0.00	 0.06	 0.03	 0.00
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	  	CH   	 0	     	     	     	     	     	
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	 8	O I  	 3	 0.09	 0.06	 0.03	-0.06	 0.01	-0.12
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	11	Na I 	 1	 0.22	     	 0.16	 0.17	     	 0.11
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	12	Mg I 	 3	 0.14	 0.04	 0.08	 0.14	 0.02	 0.08
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	13	Al I 	 0	     	     	     	     	     	
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	14	Si I 	 2	 0.13	 0.02	 0.07	 0.14	 0.01	 0.08
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	14	Si II	 2	 0.15	 0.03	 0.09	 0.11	 0.01	 0.05
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	19	K I  	 1	 0.34	     	 0.28	 0.15	     	 0.09
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	20	Ca I 	14	 0.09	 0.03	 0.03	 0.03	 0.05	-0.03
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	21	Sc II	 4	 0.13	 0.03	 0.07	 0.12	 0.02	 0.06
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	22	Ti II	 7	 0.08	 0.11	 0.02	 0.08	 0.11	 0.02
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	26	Fe I 	23	 0.06	 0.06	 0.00	 0.08	 0.06	 0.02
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	26	Fe II	10	 0.06	 0.08	 0.00	 0.06	 0.08	 0.00
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	29	Cu I 	 3	-0.16	 0.04	-0.22	-0.15	 0.02	-0.21
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	38	Sr II	 1	 0.20	     	 0.14	 0.20	     	 0.14
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	40	Zr II	 2	 0.14	 0.06	 0.08	 0.15	 0.06	 0.09
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	56	Ba II	 3	 0.23	 0.09	 0.17	 0.18	 0.05	 0.12
HD 100563 	6460	 4.32	 0.06	 1.6	Thin disk 	63	Eu II	 1	 0.00	     	-0.06	 0.11	     	 0.05
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	 3	Li I 	 1	 1.94	     	     	 1.91	     	
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	 6	C I  	 4	 0.12	 0.12	 0.01	 0.08	 0.04	-0.03
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	  	CH   	 5	 0.17	 0.07	 0.06	     	     	
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	 8	O I  	 5	 0.04	 0.05	-0.07	-0.05	 0.03	-0.16
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	11	Na I 	 4	 0.21	 0.07	 0.10	 0.16	 0.04	 0.05
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	12	Mg I 	 4	 0.13	 0.05	 0.02	 0.12	 0.03	 0.01
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	13	Al I 	 1	 0.10	     	-0.01	 0.14	     	 0.03
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	14	Si I 	 9	 0.14	 0.04	 0.03	 0.13	 0.04	 0.02
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	14	Si II	 2	 0.07	 0.02	-0.04	 0.03	 0.03	-0.08
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	19	K I  	 0	     	     	     	     	     	
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	20	Ca I 	18	 0.09	 0.03	-0.02	 0.04	 0.05	-0.07
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	21	Sc II	 9	 0.18	 0.04	 0.07	 0.16	 0.04	 0.05
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	22	Ti II	10	 0.12	 0.03	 0.01	 0.12	 0.03	 0.01
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	26	Fe I 	23	 0.08	 0.04	-0.03	 0.10	 0.04	-0.01
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	26	Fe II	14	 0.11	 0.06	 0.00	 0.11	 0.06	 0.00
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	29	Cu I 	 3	 0.14	 0.00	 0.03	 0.11	 0.05	 0.00
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	38	Sr II	 0	     	     	     	     	     	
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	40	Zr II	 2	 0.11	 0.02	 0.00	 0.13	 0.01	 0.02
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	56	Ba II	 3	 0.13	 0.10	 0.02	 0.08	 0.07	-0.03
HD 102870 	6170	 4.14	 0.11	 1.5	Thin disk 	63	Eu II	 1	 0.24	     	 0.13	 0.26	     	 0.15
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	 3	Li I 	 0	     	     	     	     	     	
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	 6	C I  	 0	     	     	     	     	     	
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	  	CH   	 7	-1.37	 0.07	-0.11	     	     	
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	 8	O I  	 2	-0.96	 0.02	 0.30	-0.82	 0.01	 0.44
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	11	Na I 	 4	-1.56	 0.10	-0.30	-1.55	 0.03	-0.29
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	12	Mg I 	 4	-1.05	 0.05	 0.21	-1.07	 0.04	 0.19
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	13	Al I 	 0	     	     	     	     	     	
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	14	Si I 	 6	-1.04	 0.08	 0.22	-1.04	 0.08	 0.22
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	14	Si II	 0	     	     	     	     	     	
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	19	K I  	 1	-1.15	     	 0.11	-1.11	     	 0.15
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	20	Ca I 	17	-1.05	 0.04	 0.21	-1.01	 0.06	 0.25
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	21	Sc II	 5	-1.27	 0.07	-0.01	-1.20	 0.06	 0.06
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	22	Ti II	10	-1.04	 0.04	 0.22	-1.03	 0.04	 0.23
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	26	Fe I 	22	-1.25	 0.08	 0.01	-1.25	 0.08	 0.01
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	26	Fe II	 8	-1.26	 0.08	 0.00	-1.26	 0.08	 0.00
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	29	Cu I 	 3	-1.68	 0.03	-0.42	-1.67	 0.04	-0.41
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	38	Sr II	 1	-1.30	     	-0.04	-1.34	     	-0.08
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	40	Zr II	 1	-0.77	     	 0.49	-0.74	     	 0.52
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	56	Ba II	 3	-1.45	 0.04	-0.19	-1.40	 0.06	-0.14
HD 103095 	5130	 4.66	-1.26	 0.9	Halo      	63	Eu II	 1	-0.68	     	 0.58	-0.68	     	 0.58
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	 3	Li I 	 1	 1.97	     	     	 1.96	     	
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	 6	C I  	 3	-0.48	 0.04	 0.25	-0.50	 0.05	 0.23
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	  	CH   	13	-0.55	 0.03	 0.18	     	     	
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	 8	O I  	 4	-0.24	 0.04	 0.49	-0.25	 0.03	 0.48
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	11	Na I 	 5	-0.57	 0.02	 0.16	-0.57	 0.02	 0.16
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	12	Mg I 	 5	-0.46	 0.09	 0.27	-0.44	 0.10	 0.29
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	13	Al I 	 0	     	     	     	     	     	
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	14	Si I 	 9	-0.49	 0.03	 0.24	-0.48	 0.03	 0.25
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	14	Si II	 2	-0.50	 0.00	 0.23	-0.51	 0.01	 0.22
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	19	K I  	 1	-0.28	     	 0.45	-0.52	     	 0.21
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	20	Ca I 	16	-0.52	 0.04	 0.21	-0.54	 0.05	 0.19
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	21	Sc II	 8	-0.50	 0.05	 0.23	-0.50	 0.04	 0.23
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	22	Ti II	13	-0.46	 0.05	 0.27	-0.46	 0.05	 0.27
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	26	Fe I 	23	-0.74	 0.03	-0.01	-0.73	 0.03	 0.00
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	26	Fe II	15	-0.73	 0.05	 0.00	-0.73	 0.05	 0.00
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	29	Cu I 	 3	-0.66	 0.01	 0.07	-0.61	 0.01	 0.12
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	38	Sr II	 2	-0.74	 0.04	-0.01	-0.75	 0.01	-0.02
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	40	Zr II	 2	-0.66	 0.02	 0.07	-0.64	 0.01	 0.09
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	56	Ba II	 2	-0.87	 0.04	-0.14	-0.90	 0.05	-0.17
HD 105755 	5800	 4.05	-0.73	 1.2	Thin disk 	63	Eu II	 1	-0.41	     	 0.32	-0.40	     	 0.33
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	 3	Li I 	 0	     	     	     	     	     	
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	 6	C I  	 2	-0.59	 0.01	 0.14	-0.59	 0.00	 0.14
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	  	CH   	 9	-0.56	 0.11	 0.17	     	     	
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	 8	O I  	 3	-0.20	 0.05	 0.53	-0.28	 0.03	 0.45
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	11	Na I 	 3	-0.60	 0.07	 0.13	-0.60	 0.04	 0.13
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	12	Mg I 	 5	-0.35	 0.06	 0.38	-0.34	 0.06	 0.39
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	13	Al I 	 0	     	     	     	     	     	
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	14	Si I 	 3	-0.42	 0.05	 0.31	-0.40	 0.01	 0.33
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	14	Si II	 2	-0.42	 0.08	 0.31	-0.42	 0.06	 0.31
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	19	K I  	 1	-0.12	     	 0.61	-0.38	     	 0.35
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	20	Ca I 	14	-0.55	 0.04	 0.18	-0.56	 0.06	 0.17
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	21	Sc II	 4	-0.57	 0.03	 0.16	-0.52	 0.03	 0.21
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	22	Ti II	13	-0.44	 0.05	 0.29	-0.44	 0.05	 0.29
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	26	Fe I 	22	-0.76	 0.05	-0.03	-0.73	 0.05	 0.00
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	26	Fe II	15	-0.73	 0.06	 0.00	-0.73	 0.06	 0.00
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	29	Cu I 	 1	-0.86	     	-0.13	-0.78	     	-0.05
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	38	Sr II	 0	     	     	     	     	     	
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	40	Zr II	 2	-0.50	 0.02	 0.23	-0.49	 0.02	 0.24
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	56	Ba II	 3	-0.88	 0.04	-0.15	-0.88	 0.02	-0.15
HD 106516 	6300	 4.44	-0.73	 1.5	Thick disk	63	Eu II	 1	-0.44	     	 0.29	-0.41	     	 0.32
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	 3	Li I 	 1	 2.28	     	     	 2.26	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	 6	C I  	 0	     	     	     	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	  	CH   	13	-1.53	 0.02	 0.14	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	 8	O I  	 1	-1.15	     	 0.52	-1.09	     	 0.58
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	11	Na I 	 2	-1.38	 0.04	 0.29	-1.62	 0.02	 0.04
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	12	Mg I 	 1	-1.52	     	 0.15	-1.48	     	 0.19
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	13	Al I 	 1	-2.17	     	-0.50	-1.70	     	-0.03
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	14	Si I 	 1	-1.34	     	 0.33	-1.31	     	 0.36
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	14	Si II	 0	     	     	     	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	19	K I  	 0	     	     	     	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	20	Ca I 	 7	-1.40	 0.07	 0.27	-1.35	 0.05	 0.32
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	21	Sc II	 0	     	     	     	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	22	Ti II	 4	-1.35	 0.05	 0.32	-1.35	 0.05	 0.32
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	26	Fe I 	16	-1.75	 0.12	-0.08	-1.73	 0.13	-0.06
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	26	Fe II	 5	-1.67	 0.05	 0.00	-1.67	 0.05	 0.00
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	29	Cu I 	 0	     	     	     	     	     	
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	38	Sr II	 2	-1.47	 0.00	 0.20	-1.59	 0.00	 0.08
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	40	Zr II	 2	-1.34	 0.01	 0.33	-1.33	 0.01	 0.34
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	56	Ba II	 3	-1.85	 0.06	-0.18	-1.72	 0.06	-0.05
HD 108177 	6100	 4.22	-1.67	 1.1	Halo      	63	Eu II	 1	-1.30	     	 0.37	-1.29	     	 0.38
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	 3	Li I 	 1	 1.98	     	     	 1.96	     	
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	 6	C I  	 2	-0.54	 0.01	 0.03	-0.52	 0.01	 0.05
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	  	CH   	12	-0.46	 0.02	 0.11	     	     	
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	 8	O I  	 1	-0.56	     	 0.01	-0.53	     	 0.04
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	11	Na I 	 6	-0.52	 0.03	 0.05	-0.52	 0.03	 0.05
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	12	Mg I 	 5	-0.39	 0.04	 0.18	-0.39	 0.04	 0.18
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	13	Al I 	 0	     	     	     	     	     	
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	14	Si I 	 9	-0.42	 0.03	 0.15	-0.41	 0.04	 0.16
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	14	Si II	 2	-0.36	 0.04	 0.21	-0.36	 0.06	 0.21
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	19	K I  	 1	-0.36	     	 0.21	-0.50	     	 0.07
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	20	Ca I 	17	-0.48	 0.04	 0.09	-0.50	 0.05	 0.07
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	21	Sc II	 9	-0.44	 0.03	 0.13	-0.42	 0.03	 0.15
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	22	Ti II	12	-0.44	 0.04	 0.13	-0.44	 0.04	 0.13
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	26	Fe I 	29	-0.54	 0.03	 0.03	-0.52	 0.03	 0.05
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	26	Fe II	18	-0.57	 0.04	 0.00	-0.57	 0.04	 0.00
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	29	Cu I 	 3	-0.56	 0.04	 0.01	-0.53	 0.03	 0.04
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	38	Sr II	 2	-0.61	 0.04	-0.04	-0.62	 0.02	-0.05
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	40	Zr II	 3	-0.56	 0.06	 0.01	-0.56	 0.05	 0.01
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	56	Ba II	 3	-0.64	 0.01	-0.07	-0.67	 0.04	-0.10
HD 110897 	5920	 4.41	-0.57	 1.2	Thin disk 	63	Eu II	 1	-0.36	     	 0.21	-0.31	     	 0.26
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	 3	Li I 	 1	 2.61	     	     	 2.58	     	
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	 6	C I  	 2	-0.07	 0.01	-0.13	-0.07	 0.01	-0.13
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	  	CH   	 0	     	     	     	     	     	
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	 8	O I  	 4	-0.10	 0.04	-0.16	-0.12	 0.04	-0.18
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	11	Na I 	 3	 0.04	 0.05	-0.02	 0.02	 0.04	-0.04
HD 114710 	6090	 4.47	 0.06	 1.1	Thin disk 	12	Mg I 	 4	 0.02	 0.06	-0.04	 0.01	 0.05	-0.05
