#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-13T18:38:51 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a783cd26d7c	
#INFO	-out.max=9999	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=9999
#-out.all=2
#-order=I
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/tablea1}&key:source=J/MNRAS/403/1413/tablea1&HTTPPRM:&&-ref=VIZ62a783cd26d7c&-out.max=1000&-out.form=ascii table&-out.all=2&-order=I&-oc.form=sexa&-out.src=J/MNRAS/403/1413/tablea1&-out=M0&-out=Z0&-out=Pulse&-out=Mcore&-out=Mcsh&-out=tcsh&-out=Ddredge&-out=lam&-out=lam.dup&-out=T(He-sh)&-out=Tbce&-out=T(H-sh)&-out=iPulse&-out=Mtot&-out=Lmax&-out=LHe.max&-out=Rmax&-out=Mbol&-out=Teff&-out=Yields&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/MNRAS/403/1413/tablea1
#-source=J/MNRAS/403/1413/tablea1
#-out=M0
#-out=Z0
#-out=Pulse
#-out=Mcore
#-out=Mcsh
#-out=tcsh
#-out=Ddredge
#-out=lam
#-out=lam.dup
#-out=T(He-sh)
#-out=Tbce
#-out=T(H-sh)
#-out=iPulse
#-out=Mtot
#-out=Lmax
#-out=LHe.max
#-out=Rmax
#-out=Mbol
#-out=Teff
#-out=Yields
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table	J_MNRAS_403_1413_tablea1:
#Name: J/MNRAS/403/1413/tablea1
#Title: Structural information from the new AGB models
#Column	M0	(F5.2)	[1/6] Initial mass	[ucd=phys.mass]
#Column	Z0	(F7.4)	Initial metallicity (0.0200, 0.0080, 0.0040, 0.0001)	[ucd=phys.abund.Z]
#Column	Pulse	(I4)	Pulse number	[ucd=meta.id]
#Column	Mcore	(F5.3)	Core mass	[ucd=phys.mass]
#Column	Mcsh	(E9.2)	Maximum mass of the intershell convection zone	[ucd=phys.mass]
#Column	tcsh	(F6.1)	Duration of intershell convection	[ucd=time.interval]
#Column	Ddredge	(E9.2)	Mass dredged into the envelope	[ucd=phys.mass]
#Column	lam	(E9.2)	Extent of the partial mixing zone, lambda	[ucd=stat.fit.param]
#Column	lam.dup	(D13.6)	{lambda}_dup_ defined by Goriely & Mowlavi (2000A&A...362..599G) (1)	[ucd=stat.fit.param]
#Column	T(He-sh)	(E9.2)	Maximum temperature in the He-shell	[ucd=phys.temperature]
#Column	Tbce	(E9.2)	Maximum temperature at the base of the convective envelope during the previous interpulse period	[ucd=phys.temperature]
#Column	T(H-sh)	(E9.2)	Maximum temperature in the H-shell during the previous interpulse period	[ucd=phys.temperature]
#Column	iPulse	(E9.2)	Interpulse period (note that the first entry is set to zero)	[ucd=time.period]
#Column	Mtot	(F5.3)	Total mass	[ucd=phys.mass]
#Column	Lmax	(E9.2)	Maximum radiated luminosity during the previous interpulse period	[ucd=phys.luminosity]
#Column	LHe.max	(E9.2)	Maximum He-luminosity during a thermal pulse	[ucd=phys.luminosity]
#Column	Rmax	(E9.2)	Maximum stellar radius during the previous interpulse period	[ucd=phys.size.radius;stat.max]
#Column	Mbol	(F6.2)	Bolometric magnitude	[ucd=phys.magAbs.bol]
#Column	Teff	(F5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	Yields	(a6)	Yields for the various elements	[ucd=meta.ref.url]
M0	Z0	Pulse	Mcore	Mcsh	tcsh	Ddredge	lam	lam.dup	T(He-sh)	Tbce	T(H-sh)	iPulse	Mtot	Lmax	LHe.max	Rmax	Mbol	Teff	Yields
 5.50	 0.0040	  40	0.926	 3.05e-03	  14.3	 2.46e-03	 9.33e-01	 8.059404e-01	 3.56e+08	 8.72e+07	 9.15e+07	 5.88e+03	5.389	 4.64e+04	 2.34e+08	 6.18e+02	 -6.95	 3499	Yields
 5.50	 0.0040	  41	0.926	 3.03e-03	  13.9	 2.38e-03	 9.04e-01	 7.844108e-01	 3.53e+08	 8.72e+07	 9.14e+07	 5.85e+03	5.381	 4.65e+04	 2.32e+08	 6.19e+02	 -6.95	 3498	Yields
 5.50	 0.0040	  42	0.926	 3.07e-03	  14.2	 2.49e-03	 9.31e-01	 8.099992e-01	 3.65e+08	 8.72e+07	 9.14e+07	 5.92e+03	5.371	 4.67e+04	 2.53e+08	 6.21e+02	 -6.95	 3499	Yields
 5.50	 0.0040	  43	0.926	 3.07e-03	  14.3	 2.48e-03	 9.33e-01	 8.083259e-01	 3.59e+08	 8.71e+07	 9.14e+07	 5.89e+03	5.361	 4.67e+04	 2.57e+08	 6.23e+02	 -6.95	 3493	Yields
 5.50	 0.0040	  44	0.926	 3.05e-03	  14.1	 2.48e-03	 9.36e-01	 8.144830e-01	 3.66e+08	 8.71e+07	 9.13e+07	 5.90e+03	5.350	 4.68e+04	 2.53e+08	 6.24e+02	 -6.96	 3490	Yields
 5.50	 0.0040	  45	0.927	 3.07e-03	  14.6	 2.46e-03	 9.23e-01	 8.027512e-01	 3.61e+08	 8.71e+07	 9.13e+07	 5.89e+03	5.337	 4.69e+04	 2.68e+08	 6.27e+02	 -6.96	 3487	Yields
 5.50	 0.0040	  46	0.927	 3.03e-03	  14.2	 2.44e-03	 9.37e-01	 8.059766e-01	 3.65e+08	 8.70e+07	 9.12e+07	 5.75e+03	5.323	 4.70e+04	 2.54e+08	 6.28e+02	 -6.96	 3484	Yields
 5.50	 0.0040	  47	0.927	 3.00e-03	  14.9	 2.37e-03	 9.13e-01	 7.895040e-01	 3.56e+08	 8.69e+07	 9.11e+07	 5.72e+03	5.309	 4.71e+04	 2.41e+08	 6.30e+02	 -6.96	 3482	Yields
 5.50	 0.0040	  48	0.927	 3.02e-03	  14.4	 2.47e-03	 9.43e-01	 8.194963e-01	 3.55e+08	 8.69e+07	 9.11e+07	 5.77e+03	5.292	 4.72e+04	 2.43e+08	 6.31e+02	 -6.96	 3479	Yields
 5.50	 0.0040	  49	0.927	 3.04e-03	  15.1	 2.44e-03	 9.08e-01	 8.014674e-01	 3.56e+08	 8.69e+07	 9.11e+07	 5.88e+03	5.274	 4.73e+04	 2.74e+08	 6.34e+02	 -6.97	 3478	Yields
 5.50	 0.0040	  50	0.927	 2.98e-03	  13.8	 2.38e-03	 9.26e-01	 7.981936e-01	 3.56e+08	 8.68e+07	 9.10e+07	 5.64e+03	5.255	 4.72e+04	 2.43e+08	 6.34e+02	 -6.96	 3473	Yields
 5.50	 0.0040	  51	0.927	 2.90e-03	  13.4	 2.25e-03	 9.11e-01	 7.770427e-01	 3.59e+08	 8.66e+07	 9.09e+07	 5.43e+03	5.235	 4.72e+04	 2.12e+08	 6.34e+02	 -6.96	 3470	Yields
 5.50	 0.0040	  52	0.928	 2.93e-03	  13.9	 2.38e-03	 9.43e-01	 8.110874e-01	 3.57e+08	 8.66e+07	 9.09e+07	 5.51e+03	5.213	 4.72e+04	 2.28e+08	 6.36e+02	 -6.96	 3468	Yields
 5.50	 0.0040	  53	0.928	 2.95e-03	  13.5	 2.40e-03	 9.36e-01	 8.156894e-01	 3.59e+08	 8.65e+07	 9.08e+07	 5.61e+03	5.187	 4.72e+04	 2.44e+08	 6.37e+02	 -6.96	 3464	Yields
 5.50	 0.0040	  54	0.928	 3.03e-03	  15.0	 2.50e-03	 9.50e-01	 8.249415e-01	 3.70e+08	 8.65e+07	 9.08e+07	 5.73e+03	5.156	 4.72e+04	 2.90e+08	 6.39e+02	 -6.96	 3460	Yields
 5.50	 0.0040	  55	0.928	 3.07e-03	  14.9	 2.56e-03	 9.39e-01	 8.323963e-01	 3.56e+08	 8.64e+07	 9.07e+07	 5.92e+03	5.119	 4.72e+04	 3.21e+08	 6.43e+02	 -6.96	 3455	Yields
 5.50	 0.0040	  56	0.928	 3.12e-03	  14.9	 2.59e-03	 9.37e-01	 8.288647e-01	 3.61e+08	 8.63e+07	 9.07e+07	 5.99e+03	5.075	 4.71e+04	 3.20e+08	 6.44e+02	 -6.96	 3449	Yields
 5.50	 0.0040	  57	0.929	 3.15e-03	  15.0	 2.62e-03	 9.48e-01	 8.342145e-01	 3.63e+08	 8.62e+07	 9.06e+07	 6.00e+03	5.023	 4.70e+04	 3.75e+08	 6.45e+02	 -6.96	 3443	Yields
 5.50	 0.0040	  58	0.929	 3.16e-03	   8.1	 2.60e-03	 9.28e-01	 8.240566e-01	 2.70e+08	 8.61e+07	 9.06e+07	 6.06e+03	4.958	 4.68e+04	 3.87e+08	 6.46e+02	 -6.96	 3435	Yields
 5.50	 0.0040	  59	0.929	 3.16e-03	  14.5	 2.61e-03	 9.51e-01	 8.269086e-01	 3.63e+08	 8.59e+07	 9.04e+07	 5.95e+03	4.880	 4.65e+04	 3.86e+08	 6.47e+02	 -6.95	 3427	Yields
 5.50	 0.0040	  60	0.929	 3.16e-03	  14.8	 2.61e-03	 9.42e-01	 8.282406e-01	 3.68e+08	 8.56e+07	 9.03e+07	 5.99e+03	4.772	 4.61e+04	 3.67e+08	 6.49e+02	 -6.94	 3415	Yields
 5.50	 0.0040	  61	0.929	 3.16e-03	  14.9	 2.54e-03	 9.16e-01	 8.040998e-01	 3.65e+08	 8.53e+07	 9.01e+07	 5.98e+03	4.613	 4.55e+04	 3.81e+08	 6.49e+02	 -6.93	 3405	Yields
 5.50	 0.0040	  62	0.929	 3.06e-03	  13.9	 2.53e-03	 9.67e-01	 8.269624e-01	 3.61e+08	 8.47e+07	 8.98e+07	 5.67e+03	4.358	 4.45e+04	 3.31e+08	 6.48e+02	 -6.90	 3384	Yields
 5.50	 0.0040	  63	0.930	 3.08e-03	  15.8	 2.47e-03	 9.15e-01	 8.014454e-01	 3.70e+08	 8.38e+07	 8.95e+07	 5.84e+03	4.030	 4.29e+04	 3.58e+08	 6.49e+02	 -6.86	 3365	Yields
 5.50	 0.0040	  64	0.930	 2.98e-03	  14.0	 2.48e-03	 9.77e-01	 8.339808e-01	 3.60e+08	 8.25e+07	 8.89e+07	 5.52e+03	3.735	 4.07e+04	 2.39e+08	 6.46e+02	 -6.80	 3327	Yields
 5.50	 0.0040	  65	0.930	 3.03e-03	  16.1	 2.51e-03	 9.33e-01	 8.289804e-01	 3.63e+08	 8.11e+07	 8.85e+07	 5.85e+03	3.437	 3.87e+04	 3.21e+08	 6.45e+02	 -6.75	 3304	Yields
 5.50	 0.0040	  66	0.930	 3.08e-03	  15.5	 2.43e-03	 8.91e-01	 7.867718e-01	 3.63e+08	 7.91e+07	 8.79e+07	 5.94e+03	3.152	 3.66e+04	 3.68e+08	 6.40e+02	 -6.69	 3271	Yields
 5.50	 0.0040	  67	0.930	 2.73e-03	  13.7	 2.00e-03	 8.81e-01	 7.318616e-01	 3.60e+08	 7.60e+07	 8.70e+07	 9.77e+03	2.718	 3.44e+04	 1.62e+08	 6.31e+02	 -6.62	 3269	Yields
 5.50	 0.0040	  68	0.930	 2.63e-03	  13.8	 2.04e-03	 9.27e-01	 7.751873e-01	 3.58e+08	 6.74e+07	 8.58e+07	 4.94e+03	2.513	 3.13e+04	 1.38e+08	 6.07e+02	 -6.52	 3247	Yields
 5.50	 0.0040	  69	0.931	 2.96e-03	  16.0	 2.42e-03	 9.52e-01	 8.187170e-01	 3.62e+08	 4.24e+07	 8.48e+07	 6.05e+03	2.278	 2.91e+04	 2.65e+08	 6.55e+02	 -6.44	 3099	Yields
 5.50	 0.0040	  70	0.931	 3.29e-03	  18.3	 2.80e-03	 9.52e-01	 8.508880e-01	 3.62e+08	 2.08e+07	 8.42e+07	 7.18e+03	2.008	 2.81e+04	 4.99e+08	 7.08e+02	 -6.40	 2999	Yields
 5.50	 0.0040	  71	0.932	 3.49e-03	  19.0	 2.99e-03	 9.37e-01	 8.552865e-01	 3.62e+08	 2.34e+07	 8.42e+07	 7.73e+03	1.716	 2.83e+04	 6.88e+08	 7.01e+02	 -6.41	 3041	Yields
 1.00	 0.0001	   1	0.526	 3.73e-02	 648.1	 0.00e+00	 0.00e+00	 0.000000e+00	 1.75e+08	 1.12e+06	 5.29e+07	 0.00e+00	0.924	 9.86e+02	 2.48e+04	 4.91e+01	 -2.77	 4697	Yields
 1.00	 0.0001	   2	0.527	 3.96e-02	 453.4	 0.00e+00	 0.00e+00	 0.000000e+00	 1.89e+08	 1.16e+06	 5.52e+07	 1.55e+05	0.924	 1.22e+03	 1.06e+05	 5.58e+01	 -3.00	 4701	Yields
 1.00	 0.0001	   3	0.532	 4.36e-02	 473.6	 0.00e+00	 0.00e+00	 0.000000e+00	 2.18e+08	 1.27e+06	 5.99e+07	 3.03e+05	0.924	 1.76e+03	 2.15e+06	 6.99e+01	 -3.39	 4698	Yields
 1.00	 0.0001	   4	0.542	 4.47e-02	 577.9	 0.00e+00	 0.00e+00	 0.000000e+00	 2.41e+08	 1.35e+06	 6.36e+07	 4.88e+05	0.924	 2.31e+03	 1.69e+07	 8.29e+01	 -3.69	 4692	Yields
 1.00	 0.0001	   5	0.554	 4.17e-02	 441.5	 3.21e-04	 2.76e-02	 7.694716e-03	 2.52e+08	 1.41e+06	 6.62e+07	 4.95e+05	0.924	 2.82e+03	 3.97e+07	 9.37e+01	 -3.90	 4656	Yields
 1.00	 0.0001	   6	0.566	 3.84e-02	 524.5	 2.30e-03	 1.80e-01	 6.003694e-02	 2.61e+08	 1.45e+06	 6.82e+07	 4.37e+05	0.924	 3.31e+03	 6.32e+07	 1.04e+02	 -4.08	 4616	Yields
 1.00	 0.0001	   7	0.574	 3.19e-02	 300.1	 0.00e+00	 0.00e+00	 0.000000e+00	 2.54e+08	 1.45e+06	 6.08e+07	 2.40e+05	0.924	 4.94e+03	 2.01e+07	 1.66e+02	 -4.51	 4336	Yields
 1.00	 0.0001	   8	0.584	 2.96e-02	 320.6	 0.00e+00	 0.00e+00	 0.000000e+00	 2.56e+08	 1.43e+06	 6.17e+07	 2.03e+05	0.924	 5.32e+03	 1.89e+07	 1.75e+02	 -4.59	 4232	Yields
 1.00	 0.0001	   9	0.593	 2.77e-02	 276.8	 0.00e+00	 0.00e+00	 0.000000e+00	 2.59e+08	 1.41e+06	 6.26e+07	 1.80e+05	0.924	 5.73e+03	 2.23e+07	 1.86e+02	 -4.67	 4192	Yields
 1.00	 0.0001	  10	0.603	 2.59e-02	 272.3	 0.00e+00	 0.00e+00	 0.000000e+00	 2.62e+08	 1.39e+06	 6.35e+07	 1.61e+05	0.923	 6.15e+03	 1.83e+07	 1.96e+02	 -4.75	 4149	Yields
 1.00	 0.0001	  11	0.612	 2.43e-02	 208.4	 0.00e+00	 0.00e+00	 0.000000e+00	 2.66e+08	 1.35e+06	 6.44e+07	 1.46e+05	0.921	 6.56e+03	 2.44e+07	 2.06e+02	 -4.82	 4104	Yields
 1.00	 0.0001	  12	0.621	 2.29e-02	 229.3	 0.00e+00	 0.00e+00	 0.000000e+00	 2.68e+08	 1.31e+06	 6.52e+07	 1.32e+05	0.917	 6.98e+03	 3.46e+07	 2.16e+02	 -4.89	 4066	Yields
 1.00	 0.0001	  13	0.629	 2.15e-02	 200.3	 0.00e+00	 0.00e+00	 0.000000e+00	 2.71e+08	 1.25e+06	 6.60e+07	 1.20e+05	0.912	 7.41e+03	 2.96e+07	 2.26e+02	 -4.95	 3996	Yields
 1.00	 0.0001	  14	0.638	 2.03e-02	 189.0	 0.00e+00	 0.00e+00	 0.000000e+00	 2.73e+08	 1.18e+06	 6.68e+07	 1.09e+05	0.904	 7.82e+03	 2.96e+07	 2.35e+02	 -5.01	 3943	Yields
 1.00	 0.0001	  15	0.646	 1.91e-02	 164.7	 0.00e+00	 0.00e+00	 0.000000e+00	 2.76e+08	 1.09e+06	 6.76e+07	 9.96e+04	0.892	 8.22e+03	 4.43e+07	 2.44e+02	 -5.07	 3899	Yields
 1.00	 0.0001	  16	0.654	 1.81e-02	 146.6	 0.00e+00	 0.00e+00	 0.000000e+00	 2.79e+08	 9.83e+05	 6.83e+07	 9.14e+04	0.875	 8.62e+03	 3.87e+07	 2.52e+02	 -5.12	 3868	Yields
 1.00	 0.0001	  17	0.662	 1.71e-02	 131.2	 0.00e+00	 0.00e+00	 0.000000e+00	 2.81e+08	 8.65e+05	 6.90e+07	 8.42e+04	0.852	 9.01e+03	 4.45e+07	 2.57e+02	 -5.17	 3845	Yields
 1.00	 0.0001	  18	0.670	 1.62e-02	 139.4	 0.00e+00	 0.00e+00	 0.000000e+00	 2.83e+08	 7.04e+05	 6.97e+07	 7.78e+04	0.823	 9.39e+03	 4.89e+07	 2.60e+02	 -5.21	 3841	Yields
 1.00	 0.0001	  19	0.677	 1.54e-02	 123.9	 0.00e+00	 0.00e+00	 0.000000e+00	 2.85e+08	 5.20e+05	 7.03e+07	 7.21e+04	0.792	 9.76e+03	 5.74e+07	 2.57e+02	 -5.25	 3864	Yields
 1.00	 0.0001	  20	0.685	 1.46e-02	 111.8	 0.00e+00	 0.00e+00	 0.000000e+00	 2.88e+08	 3.73e+05	 7.09e+07	 6.69e+04	0.766	 1.01e+04	 4.90e+07	 2.48e+02	 -5.29	 3931	Yields
 1.00	 0.0001	  21	0.692	 1.39e-02	 105.7	 0.00e+00	 0.00e+00	 0.000000e+00	 2.89e+08	 2.78e+05	 7.15e+07	 6.22e+04	0.750	 1.05e+04	 5.15e+07	 2.37e+02	 -5.33	 4048	Yields
 1.00	 0.0001	  22	0.698	 1.32e-02	  84.8	 0.00e+00	 0.00e+00	 0.000000e+00	 2.91e+08	 2.21e+05	 7.21e+07	 5.81e+04	0.742	 1.08e+04	 5.89e+07	 2.27e+02	 -5.37	 4166	Yields
 1.00	 0.0001	  23	0.705	 1.26e-02	  91.7	 0.00e+00	 0.00e+00	 0.000000e+00	 2.93e+08	 1.85e+05	 7.27e+07	 5.42e+04	0.738	 1.12e+04	 6.30e+07	 2.18e+02	 -5.40	 4269	Yields
 1.00	 0.0001	  24	0.711	 1.21e-02	  83.7	 0.00e+00	 0.00e+00	 0.000000e+00	 2.95e+08	 1.56e+05	 7.32e+07	 5.08e+04	0.736	 1.15e+04	 6.52e+07	 2.11e+02	 -5.43	 4373	Yields
 1.00	 0.0001	  25	0.717	 1.15e-02	  88.1	 1.79e-07	 2.91e-05	 1.548635e-05	 2.95e+08	 1.32e+05	 7.37e+07	 4.76e+04	0.735	 1.18e+04	 6.53e+07	 2.04e+02	 -5.46	 4486	Yields
 1.00	 0.0001	  26	0.723	 1.12e-02	  87.2	 0.00e+00	 0.00e+00	 0.000000e+00	 2.98e+08	 1.09e+05	 7.42e+07	 4.48e+04	0.735	 1.22e+04	 7.06e+07	 1.95e+02	 -5.49	 4619	Yields
 1.50	 0.0001	   1	0.553	 3.65e-02	 297.4	 0.00e+00	 0.00e+00	 0.000000e+00	 2.09e+08	 1.62e+06	 6.08e+07	 0.00e+00	1.469	 2.09e+03	 7.33e+05	 7.29e+01	 -3.58	 4734	Yields
 1.50	 0.0001	   2	0.560	 3.82e-02	 371.0	 0.00e+00	 0.00e+00	 0.000000e+00	 2.37e+08	 1.77e+06	 6.45e+07	 3.15e+05	1.469	 2.62e+03	 1.06e+07	 8.36e+01	 -3.83	 4745	Yields
 1.50	 0.0001	   3	0.570	 3.64e-02	 324.3	 2.70e-03	 2.73e-01	 7.406196e-02	 2.52e+08	 1.95e+06	 6.76e+07	 3.56e+05	1.469	 3.25e+03	 2.95e+07	 9.54e+01	 -4.06	 4719	Yields
 1.50	 0.0001	   4	0.578	 3.26e-02	 329.7	 2.29e-03	 2.25e-01	 7.005782e-02	 2.54e+08	 2.31e+06	 6.32e+07	 2.45e+05	1.469	 4.64e+03	 1.94e+07	 1.26e+02	 -4.45	 4596	Yields
 1.50	 0.0001	   5	0.586	 3.02e-02	 302.9	 2.76e-03	 2.75e-01	 9.168933e-02	 2.57e+08	 2.47e+06	 6.27e+07	 2.03e+05	1.469	 5.31e+03	 2.46e+07	 1.44e+02	 -4.59	 4498	Yields
 1.50	 0.0001	   6	0.593	 2.84e-02	 286.3	 3.28e-03	 3.24e-01	 1.154785e-01	 2.60e+08	 2.61e+06	 6.25e+07	 1.74e+05	1.469	 5.95e+03	 2.83e+07	 1.63e+02	 -4.72	 4395	Yields
 1.50	 0.0001	   7	0.600	 2.69e-02	 272.5	 3.64e-03	 3.58e-01	 1.353586e-01	 2.62e+08	 2.73e+06	 6.23e+07	 1.54e+05	1.469	 6.55e+03	 2.68e+07	 1.83e+02	 -4.82	 4285	Yields
 1.50	 0.0001	   8	0.606	 2.55e-02	 277.7	 3.86e-03	 3.81e-01	 1.512534e-01	 2.65e+08	 2.85e+06	 6.23e+07	 1.38e+05	1.469	 7.10e+03	 2.78e+07	 2.02e+02	 -4.91	 4172	Yields
 1.50	 0.0001	   9	0.613	 2.43e-02	 268.4	 4.01e-03	 3.98e-01	 1.651400e-01	 2.68e+08	 2.96e+06	 6.23e+07	 1.26e+05	1.469	 7.61e+03	 3.37e+07	 2.20e+02	 -4.98	 4068	Yields
 1.50	 0.0001	  10	0.619	 2.33e-02	 227.2	 4.39e-03	 4.42e-01	 1.886798e-01	 2.69e+08	 3.06e+06	 6.24e+07	 1.15e+05	1.469	 8.08e+03	 3.22e+07	 2.37e+02	 -5.05	 3983	Yields
 1.50	 0.0001	  11	0.624	 2.24e-02	 217.2	 4.59e-03	 4.61e-01	 2.050731e-01	 2.74e+08	 3.17e+06	 6.25e+07	 1.06e+05	1.468	 8.54e+03	 4.67e+07	 2.54e+02	 -5.11	 3901	Yields
 1.50	 0.0001	  12	0.629	 2.16e-02	 208.3	 4.90e-03	 4.97e-01	 2.269617e-01	 2.74e+08	 3.26e+06	 6.26e+07	 9.87e+04	1.468	 8.98e+03	 5.12e+07	 2.71e+02	 -5.16	 3824	Yields
 1.50	 0.0001	  13	0.634	 2.08e-02	 205.3	 4.74e-03	 4.80e-01	 2.279547e-01	 2.77e+08	 3.34e+06	 6.28e+07	 9.24e+04	1.466	 9.41e+03	 4.61e+07	 2.87e+02	 -5.21	 3731	Yields
 1.50	 0.0001	  14	0.639	 1.99e-02	 184.4	 4.70e-03	 4.91e-01	 2.356575e-01	 2.78e+08	 3.40e+06	 6.29e+07	 8.57e+04	1.463	 9.79e+03	 4.67e+07	 3.01e+02	 -5.26	 3655	Yields
 1.50	 0.0001	  15	0.644	 1.93e-02	 175.0	 4.69e-03	 4.98e-01	 2.432957e-01	 2.79e+08	 3.43e+06	 6.30e+07	 8.00e+04	1.456	 1.02e+04	 4.79e+07	 3.16e+02	 -5.30	 3591	Yields
 1.50	 0.0001	  16	0.648	 1.86e-02	 175.4	 4.73e-03	 5.12e-01	 2.539136e-01	 2.80e+08	 3.42e+06	 6.32e+07	 7.51e+04	1.438	 1.05e+04	 5.43e+07	 3.31e+02	 -5.34	 3533	Yields
 1.50	 0.0001	  17	0.653	 1.80e-02	 172.6	 4.18e-03	 4.60e-01	 2.325363e-01	 2.82e+08	 3.29e+06	 6.33e+07	 7.07e+04	1.374	 1.09e+04	 4.93e+07	 3.51e+02	 -5.37	 3478	Yields
 1.50	 0.0001	  18	0.657	 1.73e-02	 147.7	 0.00e+00	 0.00e+00	 0.000000e+00	 2.81e+08	 2.79e+06	 6.33e+07	 6.59e+04	0.838	 1.10e+04	 5.82e+07	 4.18e+02	 -5.38	 3404	Yields
 1.90	 0.0001	   1	0.608	 1.85e-02	 261.3	 0.00e+00	 0.00e+00	 0.000000e+00	 1.88e+08	 1.76e+06	 6.29e+07	 0.00e+00	1.882	 2.94e+03	 3.27e+04	 8.62e+01	 -3.95	 4646	Yields
 1.90	 0.0001	   2	0.612	 2.48e-02	 178.5	 0.00e+00	 0.00e+00	 0.000000e+00	 2.27e+08	 2.16e+06	 6.83e+07	 8.28e+04	1.882	 4.05e+03	 1.80e+06	 1.05e+02	 -4.30	 4658	Yields
 1.90	 0.0001	   3	0.618	 2.53e-02	 164.5	 2.22e-03	 3.66e-01	 8.783703e-02	 2.51e+08	 2.26e+06	 7.08e+07	 1.50e+05	1.882	 4.40e+03	 1.22e+07	 1.10e+02	 -4.39	 4677	Yields
 1.90	 0.0001	   4	0.624	 2.42e-02	 197.9	 4.69e-03	 5.86e-01	 1.936502e-01	 2.61e+08	 2.88e+06	 6.82e+07	 1.36e+05	1.882	 5.95e+03	 2.37e+07	 1.38e+02	 -4.72	 4592	Yields
 1.90	 0.0001	   5	0.628	 2.35e-02	 214.8	 6.31e-03	 6.61e-01	 2.681196e-01	 2.70e+08	 3.49e+06	 6.64e+07	 1.24e+05	1.882	 7.18e+03	 3.33e+07	 1.65e+02	 -4.92	 4482	Yields
 1.90	 0.0001	   6	0.633	 2.31e-02	 230.7	 7.61e-03	 7.19e-01	 3.298474e-01	 2.75e+08	 3.93e+06	 6.56e+07	 1.17e+05	1.882	 8.05e+03	 6.24e+07	 1.90e+02	 -5.04	 4364	Yields
 1.90	 0.0001	   7	0.637	 2.28e-02	 231.8	 8.55e-03	 7.47e-01	 3.758321e-01	 2.80e+08	 4.31e+06	 6.52e+07	 1.13e+05	1.882	 8.76e+03	 8.81e+07	 2.13e+02	 -5.14	 4234	Yields
 1.90	 0.0001	   8	0.640	 2.23e-02	 215.7	 9.27e-03	 7.75e-01	 4.148115e-01	 2.85e+08	 4.68e+06	 6.50e+07	 1.08e+05	1.882	 9.34e+03	 1.05e+08	 2.32e+02	 -5.21	 4114	Yields
 1.90	 0.0001	   9	0.643	 2.20e-02	 224.1	 9.64e-03	 7.80e-01	 4.384614e-01	 2.89e+08	 5.02e+06	 6.49e+07	 1.04e+05	1.882	 9.84e+03	 1.46e+08	 2.48e+02	 -5.26	 4025	Yields
 1.90	 0.0001	  10	0.646	 2.15e-02	 237.6	 9.76e-03	 7.84e-01	 4.536139e-01	 2.91e+08	 5.31e+06	 6.48e+07	 9.91e+04	1.882	 1.03e+04	 1.38e+08	 2.62e+02	 -5.31	 3951	Yields
 1.90	 0.0001	  11	0.649	 2.10e-02	 209.5	 9.97e-03	 8.03e-01	 4.736720e-01	 2.93e+08	 5.59e+06	 6.47e+07	 9.43e+04	1.881	 1.06e+04	 1.96e+08	 2.75e+02	 -5.35	 3891	Yields
 1.90	 0.0001	  12	0.651	 2.07e-02	 218.5	 9.95e-03	 7.95e-01	 4.809292e-01	 2.96e+08	 5.86e+06	 6.47e+07	 9.05e+04	1.881	 1.10e+04	 1.98e+08	 2.87e+02	 -5.38	 3837	Yields
 1.90	 0.0001	  13	0.653	 2.01e-02	 216.9	 9.83e-03	 8.01e-01	 4.883116e-01	 2.96e+08	 6.09e+06	 6.47e+07	 8.55e+04	1.880	 1.13e+04	 2.03e+08	 2.97e+02	 -5.41	 3769	Yields
 1.90	 0.0001	  14	0.658	 1.97e-02	 186.3	 9.32e-03	 6.49e-01	 4.724581e-01	 2.98e+08	 6.53e+06	 6.47e+07	 1.58e+05	1.878	 1.19e+04	 2.20e+08	 3.16e+02	 -5.47	 3715	Yields
 1.90	 0.0001	  15	0.660	 1.87e-02	 185.7	 8.97e-03	 7.76e-01	 4.805070e-01	 2.99e+08	 6.72e+06	 6.47e+07	 7.30e+04	1.877	 1.22e+04	 2.17e+08	 3.24e+02	 -5.49	 3642	Yields
 1.90	 0.0001	  16	0.662	 1.81e-02	 172.7	 8.76e-03	 7.81e-01	 4.826974e-01	 2.99e+08	 6.88e+06	 6.47e+07	 6.91e+04	1.874	 1.24e+04	 1.75e+08	 3.32e+02	 -5.51	 3605	Yields
